j,B-Frequency
岛,I-Drug
素,I-Drug
和,0
速,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
"
",0
专,0
家,0
指,0
导,0
意,0
见,0
》,0
 ,0
似,0
物,0
均,0
可,0
用,0
于,0
补,0
充,0
餐,0
时,0
胰,B-Drug
岛,I-Drug
素,I-Drug
的,0
不,0
足,0
以,0
控,0
制,0
餐,0
后,0
高,B-Symptom
血,I-Symptom
"
",0
临,0
床,0
上,0
应,0
用,0
的,0
胰,B-Drug
岛,I-Drug
素,I-Drug
制,I-Drug
剂,I-Drug
历,0
经,0
两,0
次,0
换,0
代,0
",",0
即,0
动,0
物,0
 ,0
糖,0
。,0
不,0
过,0
如,0
前,0
所,0
述,0
",",0
速,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
由,0
于,0
起,0
效,0
、,0
达,0
"
",0
胰,B-Drug
岛,I-Drug
素,I-Drug
一,0
人,B-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
一,0
胰,B-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
",",0
更,0
新,0
换,0
代,0
的,0
目,0
的,0
 ,0
峰,0
和,0
峰,0
效,0
时,0
间,0
更,0
为,0
合,0
理,0
",",0
所,0
以,0
具,0
有,0
更,0
大,0
的,0
治,0
疗,0
优,0
势,0
。,0
"
",0
就,0
是,0
希,0
望,0
能,0
够,0
更,0
好,0
地,0
模,0
拟,0
生,0
理,0
性,0
胰,B-Drug
岛,I-Drug
素,I-Drug
分,0
泌,0
",",0
以,0
速,B-Drug
效,I-Drug
 ,0
目,0
前,0
国,0
内,0
临,0
床,0
上,0
应,0
用,0
的,0
速,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
主,0
要,0
有,0
门,B-Drug
冬,I-Drug
"
",0
胰,B-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
为,0
例,0
",",0
其,0
与,0
短,B-Drug
效,I-Drug
人,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
同,0
为,0
模,0
拟,0
餐,0
时,0
 ,0
胰,B-Drug
岛,I-Drug
素,I-Drug
、,0
赖,B-Drug
脯,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
和,0
谷,B-Drug
赖,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
",",0
详,0
见,0
见,0
表,0
3,0
。,0
"
",0
胰,B-Drug
岛,I-Drug
素,I-Drug
分,0
泌,0
",",0
但,0
在,0
控,0
制,0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
和,0
减,0
少,0
低,B-Disease
血,I-Disease
糖,I-Disease
风,0
险,0
等,0
 ,0
临,0
床,0
用,0
法,0
"
",0
方,0
面,0
均,0
优,0
于,0
后,0
者,0
",",0
而,0
且,0
可,0
以,0
餐,B-Method
前,I-Method
即,I-Method
刻,I-Method
注,I-Method
射,I-Method
更,0
为,0
方,0
便,0
",",0
 ,0
(,0
1,0
),0
制,0
剂,0
选,0
择,0
"
",0
能,0
够,0
提,0
高,0
患,0
者,0
的,0
治,0
疗,0
依,0
从,0
性,0
。,0
2,0
0,0
1,0
6,0
年,0
",",0
多,0
位,0
国,0
内,0
内,0
分,0
 ,0
速,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
常,0
与,0
基,0
础,0
胰,B-Drug
岛,I-Drug
素,I-Drug
联,0
合,0
使,0
用,0
",",0
"
",0
泌,0
学,0
专,0
家,0
联,0
合,0
发,0
布,0
了,0
《,0
速,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
临,0
床,0
应,0
用,0
专,0
 ,0
较,0
少,0
单,0
独,0
三,0
餐,B-Method
前,I-Method
皮,I-Method
下,I-Method
注,I-Method
射,I-Method
",",0
除,0
非,0
患,0
者,0
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
不,0
高,0
而,0
"
",0
家,0
指,0
导,0
意,0
见,0
》,0
",",0
旨,0
在,0
指,0
导,0
速,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
的,0
合,0
理,0
使,0
 ,0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
明,B-Test_Value
显,I-Test_Value
升,I-Test_Value
高,I-Test_Value
",",0
而,0
且,0
必,0
须,0
使,0
用,0
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
",",0
如,0
妊,B-Disease
"
",I-Disease
用,I-Disease
。,I-Disease
 ,I-Disease
娠,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
或,0
严,B-Disease
重,I-Disease
肝,I-Disease
肾,I-Disease
功,I-Disease
能,I-Disease
异,I-Disease
常,I-Disease
的,0
糖,B-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
。,0
此,0
"
",0
作,0
用,0
特,0
点,0
 ,0
⋯,0
一,0
.,0
外,0
.,0
",",0
胰,B-Drug
岛,I-Drug
素,I-Drug
泵,I-Drug
只,0
能,0
采,0
用,0
速,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
或,0
短,B-Drug
效,I-Drug
人,I-Drug
胰,I-Drug
"
",0
正,0
常,0
人,0
的,0
胰,B-Drug
岛,I-Drug
素,I-Drug
分,0
泌,0
包,0
括,0
基,0
础,0
性,0
的,0
持,0
续,0
分,0
泌,0
和,0
外,0
 ,0
岛,0
素,0
;,0
速,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
静,B-Method
脉,I-Method
使,I-Method
用,I-Method
没,0
有,0
优,0
势,0
",",0
故,0
不,0
推,0
"
",0
源,0
性,0
刺,0
激,0
后,0
(,0
主,0
要,0
是,0
进,0
餐,0
),0
的,0
餐,0
时,0
分,0
泌,0
两,0
部,0
分,0
",",0
两,0
者,0
大,0
 ,0
荐,0
。,0
三,0
种,0
速,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
尽,0
管,0
在,0
药,0
代,0
动,0
力,0
学,0
和,0
药,0
效,0
"
",0
约,0
各,0
占,0
全,0
天,0
总,0
量,0
的,0
一,0
半,0
。,0
前,0
者,0
的,0
主,0
要,0
作,0
用,0
是,0
调,0
节,0
空,B-Test
腹,I-Test
 ,I-Test
学,I-Test
方,0
面,0
有,0
一,0
定,0
的,0
差,0
别,0
",",0
但,0
在,0
对,0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
的,0
总,0
体,0
控,0
制,0
、,0
"
",0
和,0
餐,B-Test
前,I-Test
血,I-Test
糖,I-Test
",",0
后,0
者,0
的,0
主,0
要,0
作,0
用,0
是,0
控,0
制,0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
。,0
餐,0
时,0
 ,0
严,0
重,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
发,0
生,0
率,0
等,0
方,0
面,0
并,0
没,0
有,0
显,0
著,0
差,0
别,0
",",0
三,0
种,0
速,B-Drug
效,I-Drug
"
",I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
又,0
可,0
以,0
细,0
分,0
为,0
早,B-Drug
相,I-Drug
(,I-Drug
第,I-Drug
-,I-Drug
-,I-Drug
B,I-Drug
",",I-Drug
-,I-Drug
J,I-Drug
*,I-Drug
I,I-Drug
|,I-Drug
),I-Drug
和,I-Drug
晚,I-Drug
相,I-Drug
(,I-Drug
第,I-Drug
二,I-Drug
时,I-Drug
相,I-Drug
),I-Drug
 ,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
在,0
胰,B-Drug
岛,I-Drug
素,I-Drug
泵,I-Drug
中,0
的,0
应,0
用,0
优,0
势,0
也,0
类,0
似,0
。,0
"
",0
分,0
泌,0
",",0
其,0
中,0
早,0
相,0
分,0
泌,0
的,0
速,0
度,0
和,0
分,0
泌,0
量,0
是,0
决,0
定,0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
 ,0
(,0
2,0
),0
使,0
用,0
方,0
法,0
"
",0
升,0
高,0
幅,0
度,0
和,0
持,0
续,0
时,0
间,0
的,0
主,0
要,0
因,0
素,0
。,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
早,0
期,0
阶,0
 ,0
首,0
先,0
要,0
估,0
算,0
初,0
始,0
的,0
胰,B-Drug
岛,I-Drug
素,I-Drug
每,0
日,0
总,0
剂,0
量,0
:,0
在,0
保,0
持,0
相,0
"
",0
段,0
主,0
要,0
是,0
早,B-Reason
相,I-Reason
分,I-Reason
泌,I-Reason
减,I-Reason
少,I-Reason
",",0
同,0
时,0
伴,0
有,0
晚,B-Reason
相,I-Reason
分,I-Reason
泌,I-Reason
代,I-Reason
偿,I-Reason
性,I-Reason
增,I-Reason
 ,0
对,0
恒,0
定,0
的,0
饮,0
食,0
及,0
活,0
动,0
量,0
的,0
情,0
况,0
下,0
",",0
需,0
要,0
根,0
据,0
患,0
者,0
的,0
体,0
"
",0
加,0
且,0
分,0
泌,0
高,0
峰,0
后,0
移,0
;,0
随,0
着,0
病,0
情,0
进,0
展,0
",",0
早,0
相,0
分,0
泌,0
进,0
一,0
步,0
 ,0
重,0
、,0
病,0
情,0
、,0
生,0
理,0
需,0
要,0
量,0
等,0
进,0
行,0
估,0
算,0
",",0
一,0
般,0
情,0
况,0
下,0
",",0
1,B-Disease
型,I-Disease
"
",0
减,0
少,0
甚,0
至,0
消,0
失,0
",",0
而,0
晚,B-Test
相,I-Test
分,I-Test
泌,I-Test
峰,I-Test
值,I-Test
也,0
逐,B-Test_Value
渐,I-Test_Value
下,I-Test_Value
降,I-Test_Value
",",0
最,0
后,0
发,0
 ,0
糖,B-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
可,0
按,0
0,B-Amount
.,I-Amount
4,I-Amount
~,I-Amount
0,I-Amount
.,I-Amount
5,I-Amount
单,I-Amount
位,I-Amount
仟,I-Amount
克,I-Amount
体,I-Amount
重,I-Amount
计,0
算,0
",",0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
"
",0
展,0
至,0
基,0
础,0
分,0
泌,0
也,0
逐,0
渐,0
减,0
少,0
。,0
 ,0
病,0
患,0
者,0
可,0
按,0
O,B-Amount
.,I-Amount
5,I-Amount
~,I-Amount
1,I-Amount
.,I-Amount
o,I-Amount
e,I-Amount
.,I-Amount
f,I-Amount
蓟,I-Amount
千,I-Amount
克,I-Amount
体,I-Amount
重,I-Amount
计,0
算,0
。,0
然,0
后,0
根,0
据,0
治,0
"
",0
起,0
效,0
时,0
间,0
"
",0
峰,0
值,0
时,0
间,0
"
",0
作,0
用,0
持,0
续,0
时,0
间,0
"
",0
C,0
F,0
D,0
A,0
批,0
准,0
的,0
适,0
应,0
证,0
"
",0
表,0
3,0
三,0
种,0
速,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
的,0
作,0
用,0
特,0
点,0
"
",0
1,0
5,0
~,0
3,0
0,0
分,0
钟,0
"
",0
3,0
0,0
~,0
7,0
0,0
分,0
钟,0
"
",0
2,0
~,0
5,0
 ,0
d,0
q,0
j,0
',0
l,0
"
",0
成,B-Disease
年,I-Disease
人,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
;,0
儿,0
童,0
和,0
青,0
少,0
年,0
"
",0
1,0
0,0
~,0
2,0
0,0
分,0
钟,0
"
",0
1,0
~,0
3,0
 ,0
d,0
q,0
j,0
',0
l,0
"
",0
3,0
~,0
5,0
/,0
J,0
q,0
t,0
',0
l,0
"
",0
成,B-Disease
年,I-Disease
人,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
;,0
妊,B-Disease
娠,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
"
",0
儿,0
童,0
和,0
青,0
少,0
年,0
"
",0
1,0
0,0
~,0
1,0
5,0
分,0
钟,0
"
",0
1,0
~,0
1,0
.,0
5,0
小,0
时,0
"
",0
3,0
~,0
5,0
 ,0
d,0
q,0
j,0
',0
l,0
"
",0
成,B-Disease
年,I-Disease
人,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
"
",0
疗,0
方,0
案,0
的,0
不,0
同,0
计,0
算,0
出,0
餐,0
时,0
胰,B-Drug
岛,I-Drug
素,I-Drug
的,0
用,0
量,0
并,0
合,0
理,0
分,0
配,0
至,0
"
",0
三,0
餐,0
:,0
采,0
用,0
基,B-Method
础,I-Method
一,I-Method
餐,I-Method
时,I-Method
方,0
案,0
时,0
",",0
餐,B-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
约,0
占,0
每,0
日,0
"
",0
总,0
量,0
的,0
4,0
0,0
%,0
~,0
6,0
0,0
%,0
",",0
再,0
按,0
1,0
/,0
3,0
、,0
1,0
/,0
3,0
、,0
1,0
/,0
3,0
或,0
1,0
/,0
5,0
、,0
2,0
/,0
5,0
、,0
"
",0
2,0
/,0
5,0
的,0
比,0
例,0
分,0
配,0
至,0
早,B-Method
午,I-Method
晚,I-Method
三,I-Method
餐,I-Method
前,I-Method
注,I-Method
射,I-Method
;,0
采,0
用,0
胰,B-Drug
岛,I-Drug
素,I-Drug
泵,I-Drug
"
",0
治,0
疗,0
时,0
",",0
餐,B-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
约,0
占,0
每,0
日,0
总,0
量,0
的,0
5,0
0,0
%,0
",",0
按,0
1,0
/,0
3,0
、,0
"
",0
1,0
/,0
3,0
、,0
1,0
/,0
3,0
的,0
比,0
例,0
分,0
配,0
至,0
三,B-Method
餐,I-Method
前,I-Method
大,0
剂,0
量,0
。,0
最,0
后,0
再,0
根,0
据,0
下,0
"
",0
次,0
餐,B-Test
前,I-Test
或,I-Test
睡,I-Test
前,I-Test
血,I-Test
糖,I-Test
的,0
水,0
平,0
调,0
整,0
餐,B-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
用,0
量,0
:,0
一,0
般,0
"
",0
先,0
对,0
最,0
高,0
的,0
餐,B-Test
前,I-Test
血,I-Test
糖,I-Test
值,0
进,0
行,0
调,0
整,0
",",0
每,B-Frequency
3,I-Frequency
~,I-Frequency
5,I-Frequency
天,I-Frequency
调,0
整,0
1,0
次,0
",",0
"
",0
每,0
次,0
调,0
整,0
1,0
~,0
2,0
个,0
注,0
射,0
时,0
间,0
点,0
",",0
每,0
次,0
调,0
整,0
胰,B-Drug
岛,I-Drug
素,I-Drug
剂,0
量,0
为,0
"
",0
1,B-Amount
~,I-Amount
4,I-Amount
个,I-Amount
单,I-Amount
位,I-Amount
",",0
直,0
至,0
血,B-Test
糖,I-Test
达,0
标,0
",",0
调,0
量,0
方,0
法,0
见,0
表,0
4,0
。,0
"
",0
(,0
3,0
),0
特,0
殊,0
情,0
况,0
"
",0
①,0
妊,0
娠,0
期,0
:,0
目,0
前,0
",",0
C,0
F,0
D,0
A,0
仅,0
批,0
准,0
门,B-Drug
冬,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
在,0
妊,0
"
",0
娠,0
期,0
间,0
使,0
用,0
。,0
研,0
究,0
显,0
示,0
",",0
相,0
比,0
于,0
短,B-Drug
效,I-Drug
人,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
",",0
门,B-Drug
冬,I-Drug
"
",I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
在,0
改,0
善,0
母,0
婴,0
预,0
后,0
方,0
面,0
更,0
具,0
优,0
势,0
。,0
②,0
儿,0
童,0
和,0
青,0
少,0
"
",0
年,0
:,0
门,B-Drug
冬,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
已,0
被,0
C,0
F,0
D,0
A,0
:,0
J,0
I,0
:,0
I,0
:,0
准,0
用,0
于,0
2,0
岁,0
以,0
上,0
儿,B-Disease
童,I-Disease
及,I-Disease
青,I-Disease
"
",I-Disease
少,I-Disease
年,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
;,0
我,0
国,0
的,0
《,0
儿,B-Disease
童,I-Disease
及,I-Disease
青,I-Disease
少,I-Disease
年,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
"
",0
的,0
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
指,0
南,0
》,0
建,0
议,0
赖,B-Drug
脯,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
的,0
使,0
用,0
年,0
龄,0
为,0
1,0
 ,0
2,0
"
",0
岁,0
以,0
上,0
。,0
③,0
肝,B-Disease
、,I-Disease
肾,I-Disease
功,I-Disease
能,I-Disease
不,I-Disease
全,I-Disease
:,0
糖,B-Disease
尿,I-Disease
病,I-Disease
合,I-Disease
并,I-Disease
’,I-Disease
肾,I-Disease
功,I-Disease
能,I-Disease
不,I-Disease
全,I-Disease
"
",0
患,0
者,0
的,0
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
应,0
优,0
先,0
选,0
择,0
短,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
或,0
速,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
"
",I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
。,0
"
",0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
:,0
 ,0
《,0
成,0
人,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
基,B-Drug
础,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
"
",0
临,0
床,0
应,0
用,0
中,0
国,0
专,0
家,0
指,0
导,0
建,0
议,0
》,0
"
",0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
是,0
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
方,0
案,0
中,0
常,0
用,0
的,0
胰,B-Drug
岛,I-Drug
素,I-Drug
类,0
"
",0
型,0
。,0
具,0
有,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
风,0
险,0
低,0
",",0
使,0
用,0
简,0
单,0
方,0
便,0
等,0
优,0
点,0
",",0
既,0
可,0
"
",0
与,0
口,B-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
物,0
联,0
用,0
作,0
为,0
起,0
始,0
方,0
案,0
",",0
又,0
可,0
与,0
餐,0
时,0
胰,B-Drug
岛,I-Drug
"
",I-Drug
素,I-Drug
组,0
成,0
强,0
化,0
治,0
疗,0
方,0
案,0
。,0
然,0
而,0
",",0
临,0
床,0
研,0
究,0
显,0
示,0
",",0
中,0
国,0
2,B-Disease
"
",I-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
起,0
始,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
较,0
晚,0
",",0
起,0
始,0
剂,0
量,0
偏,0
"
",0
低,0
且,0
在,0
起,0
始,0
治,0
疗,0
后,0
剂,0
量,0
调,0
整,0
不,0
足,0
",",0
是,0
导,0
致,0
起,0
始,0
胰,B-Drug
岛,I-Drug
素,I-Drug
"
",0
来,0
源,0
:,0
《,0
速,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
临,0
床,0
应,0
用,0
专,0
家,0
指,0
导,0
意,0
见,0
》,0
"
",0
表,0
4,0
根,0
据,0
餐,B-Test
前,I-Test
血,I-Test
糖,I-Test
水,0
平,0
调,0
整,0
餐,B-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
剂,0
量,0
"
",0
<,0
4,0
 ,0
4,0
"
",0
4,0
.,0
4,0
~,0
7,0
.,0
8,0
"
",0
7,0
.,0
9,0
~,0
1,0
0,0
.,0
0,0
"
",0
>,0
1,0
0,0
.,0
0,0
"
",0
—,0
2,0
"
",0
0,0
"
",0
+,0
2,0
"
",0
+,0
4,0
"
",0
来,0
源,0
:,0
 ,0
“,0
中,0
国,0
胰,B-Drug
岛,I-Drug
素,I-Drug
泵,I-Drug
治,0
疗,0
指,0
南,0
(,0
2,0
0,0
】,0
4,0
年,0
版,0
),0
》,0
"
",0
治,0
疗,0
后,0
血,B-Test
糖,I-Test
控,0
制,0
不,0
满,0
意,0
的,0
重,0
要,0
原,0
因,0
。,0
为,0
此,0
",",0
国,0
内,0
多,0
位,0
"
",0
内,0
分,0
泌,0
学,0
专,0
家,0
在,0
2,0
0,0
1,0
 ,0
7,0
年,0
初,0
联,0
合,0
发,0
布,0
了,0
《,0
成,0
人,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
"
",I-Disease
病,I-Disease
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
临,0
床,0
应,0
用,0
中,0
国,0
专,0
家,0
指,0
导,0
建,0
议,0
》,0
",",0
以,0
规,0
范,0
"
",0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
在,0
临,0
床,0
上,0
的,0
合,0
理,0
使,0
用,0
。,0
"
",0
作,0
用,0
特,0
点,0
"
",0
目,0
前,0
",",0
国,0
内,0
临,0
床,0
使,0
用,0
的,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
主,0
要,0
包,0
括,0
中,B-Drug
效,I-Drug
"
",I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
(,0
N,B-Drug
P,I-Drug
H,I-Drug
",",0
中,B-Drug
性,I-Drug
鱼,I-Drug
精,I-Drug
蛋,I-Drug
白,I-Drug
锌,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
),0
、,0
长,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
"
",I-Drug
素,I-Drug
(,0
P,B-Drug
Z,I-Drug
I,I-Drug
",",0
精,B-Drug
蛋,I-Drug
白,I-Drug
锌,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
),0
和,0
长,B-Drug
效,I-Drug
人,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
"
",0
(,0
甘,B-Drug
精,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
",",0
地,B-Drug
特,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
等,0
),0
",",0
详,0
见,0
表,0
5,0
。,0
N,B-Drug
P,I-Drug
H,I-Drug
具,0
"
",0
有,0
明,0
显,0
峰,0
值,0
",",0
变,0
异,0
性,0
较,0
大,0
",",0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
发,0
生,0
风,0
险,0
相,0
对,0
高,0
",",0
"
",0
但,0
价,0
格,0
较,0
低,0
。,0
长,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
目,0
前,0
临,0
床,0
上,0
已,0
经,0
很,0
少,0
使,0
用,0
。,0
"
",0
长,B-Drug
效,I-Drug
人,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
平,0
稳,0
无,0
峰,0
",",0
能,0
更,0
好,0
地,0
模,0
拟,0
生,0
理,0
性,0
"
",0
胰,B-Drug
岛,I-Drug
素,I-Drug
分,0
泌,0
",",0
减,0
少,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
风,0
险,0
",",0
但,0
价,0
格,0
较,0
高,0
。,0
"
",0
临,0
床,0
用,0
法,0
"
",0
(,0
1,0
),0
适,0
用,0
人,0
群,0
"
",0
①,0
口,B-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
联,0
合,0
基,0
础,0
胰,B-Drug
岛,I-Drug
素,I-Drug
方,0
案,0
:,0
高,B-Symptom
血,I-Symptom
糖,I-Symptom
"
",0
(,0
F,B-Test
P,I-Test
G,I-Test
>,B-Test_Value
1,I-Test_Value
1,I-Test_Value
.,I-Test_Value
1,I-Test_Value
毫,I-Test_Value
摩,I-Test_Value
尔,I-Test_Value
/,I-Test_Value
升,I-Test_Value
",",0
或,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
c,0
>,B-Test_Value
9,I-Test_Value
%,I-Test_Value
),0
伴,0
明,0
显,0
高,B-Symptom
"
",I-Symptom
血,I-Symptom
糖,I-Symptom
症,0
状,0
的,0
新,0
诊,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
;,0
1,0
~,0
2,0
种,0
口,B-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
"
",0
(,0
超,B-Disease
重,I-Disease
或,0
肥,B-Disease
胖,I-Disease
患,0
者,0
1,0
~,0
3,0
种,0
口,B-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
),0
规,0
范,0
治,0
疗,0
3,B-Duration
个,I-Duration
"
",I-Duration
月,I-Duration
以,0
上,0
血,B-Test
糖,I-Test
控,0
制,0
仍,0
未,0
达,0
标,0
者,0
;,0
正,0
在,0
接,0
受,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
治,0
"
",0
口,0
粼,0
"
",0
疗,0
(,0
低,0
于,0
5,B-Amount
0,I-Amount
单,I-Amount
位,I-Amount
/,I-Amount
天,I-Amount
),0
的,0
患,0
者,0
血,B-Test
糖,I-Test
控,0
制,0
不,0
佳,0
",",0
频,0
繁,0
发,0
"
",0
作,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
者,0
",",0
或,0
对,0
每,B-Frequency
日,I-Frequency
2,I-Frequency
次,I-Frequency
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
注,0
射,0
依,0
从,0
性,0
差,0
"
",0
者,0
。,0
"
",0
②,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
联,0
合,0
餐,B-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
方,0
案,0
:,0
口,B-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
"
",0
联,0
合,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
后,0
",",0
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
达,0
标,0
",",0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
 ,0
c,0
',0
f,0
",",0
5,0
不,0
"
",0
达,0
标,0
者,0
",",0
或,0
使,0
用,0
较,0
大,0
剂,0
量,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
后,0
[,0
如,0
0,B-Amount
.,I-Amount
6,I-Amount
单,I-Amount
位,I-Amount
/,I-Amount
"
",I-Amount
(,I-Amount
千,I-Amount
克,I-Amount
·,I-Amount
天,I-Amount
),I-Amount
],0
",",0
血,B-Test
糖,I-Test
仍,0
不,0
达,0
标,0
者,0
;,0
使,0
用,0
多,0
次,0
预,B-Drug
混,I-Drug
胰,I-Drug
"
",I-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
",",0
血,B-Test
糖,I-Test
控,0
制,0
不,0
佳,0
者,0
或,0
反,0
复,0
发,0
作,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
者,0
;,0
需,0
"
",0
短,0
