代,B-Disease
的,0
"
",0
表,0
达,0
量,0
进,0
行,0
相,0
对,0
分,0
析,0
。,0
"
",0
三,0
、,0
 ,0
统,0
计,0
学,0
处,0
理,0
"
",0
所,0
有,0
实,0
验,0
均,0
重,0
复,0
检,0
测,0
 ,0
3,0
 ,0
次,0
",",0
取,0
平,0
均,0
值,0
",",0
计,0
量,0
资,0
料,0
采,0
"
",0
用,0
 ,0
x,0
-,0
±,0
 ,0
s,0
 ,0
的,0
形,0
式,0
。,0
 ,0
采,0
用,0
 ,0
S,0
P,0
S,0
S,0
 ,0
1,0
7,0
.,0
 ,0
0,0
 ,0
统,0
计,0
软,0
件,0
",",0
各,0
种,0
数,0
据,0
"
",0
经,0
过,0
正,0
态,0
检,0
验,0
和,0
方,0
差,0
齐,0
性,0
检,0
验,0
过,0
后,0
",",0
采,0
用,0
单,0
因,0
素,0
方,0
差,0
"
",0
分,0
析,0
或,0
 ,0
t,0
 ,0
检,0
验,0
进,0
行,0
统,0
计,0
学,0
分,0
析,0
",",0
P,0
<,0
0,0
.,0
 ,0
0,0
5,0
 ,0
为,0
差,0
异,0
有,0
统,0
计,0
"
",0
学,0
意,0
义,0
。,0
"
",0
结,0
 ,0
 ,0
 ,0
 ,0
果,0
"
",0
一,0
、,0
 ,0
L,B-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
的,0
糖,0
化,0
值,0
"
",0
L,B-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
与,0
 ,0
不,0
 ,0
同,0
 ,0
浓,0
 ,0
度,0
 ,0
葡,0
 ,0
萄,0
 ,0
糖,0
 ,0
液,0
 ,0
(,0
 ,0
5,0
、,0
 ,0
2,0
0,0
、,0
 ,0
1,0
0,0
0,0
、,0
 ,0
2,0
0,0
0,0
"
",0
m,0
m,0
o,0
l,0
 ,0
/,0
 ,0
L,0
),0
孵,0
育,0
 ,0
4,0
 ,0
周,0
",",0
测,0
定,0
 ,0
L,B-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
的,0
糖,0
化,0
值,0
分,0
别,0
为,0
 ,0
2,B-Amount
.,I-Amount
 ,I-Amount
4,I-Amount
%,I-Amount
 ,0
、,0
"
",0
5,B-Amount
.,I-Amount
 ,I-Amount
3,I-Amount
%,I-Amount
 ,0
、,0
8,B-Amount
.,I-Amount
 ,I-Amount
7,I-Amount
%,I-Amount
和,0
 ,0
1,B-Amount
3,I-Amount
.,I-Amount
 ,I-Amount
9,I-Amount
%,I-Amount
 ,0
。,0
"
",0
二,0
、,0
 ,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
对,0
小,0
鼠,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
增,0
值,0
影,0
响,0
"
",0
实,0
验,0
结,0
果,0
表,0
明,0
在,0
 ,0
2,B-Duration
4,I-Duration
 ,I-Duration
h,I-Duration
 ,0
糖,B-Drug
化,I-Drug
 ,I-Drug
L,I-Drug
D,I-Drug
L,I-Drug
 ,0
浓,0
度,0
为,0
 ,0
5,0
.,0
 ,0
3,0
%,0
时,0
",",0
"
",0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
增,0
殖,0
受,0
到,0
抑,0
制,0
",",0
与,0
单,B-Anatomy
纯,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
比,0
较,0
",",0
差,0
异,0
具,0
"
",0
有,0
统,0
计,0
学,0
意,0
义,0
(,0
P,0
<,0
0,0
.,0
 ,0
0,0
1,0
),0
",",0
且,0
糖,0
化,0
浓,0
度,0
越,0
高,0
",",0
抑,0
制,0
越,0
明,0
"
",0
显,0
。,0
 ,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
在,0
作,0
用,0
时,0
间,0
为,0
 ,0
4,B-Duration
8,I-Duration
 ,I-Duration
h,I-Duration
",",0
浓,0
度,0
为,0
 ,0
5,0
.,0
 ,0
3,0
%,0
时,0
",",0
同,0
"
",0
样,0
可,0
抑,0
制,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
增,0
殖,0
",",0
随,0
着,0
浓,0
度,0
的,0
增,0
加,0
抑,0
制,0
作,0
用,0
"
",0
有,0
所,0
增,0
加,0
但,0
幅,0
度,0
有,0
所,0
下,0
降,0
。,0
 ,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
在,0
 ,0
7,B-Duration
2,I-Duration
 ,I-Duration
h,I-Duration
 ,0
时,0
浓,0
度,0
"
",0
为,0
 ,0
5,0
.,0
 ,0
3,0
%,0
时,0
",",0
同,0
样,0
可,0
抑,0
制,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
增,0
殖,0
",",0
但,0
随,0
着,0
浓,0
度,0
"
",0
的,0
增,0
加,0
其,0
对,0
细,0
胞,0
增,0
殖,0
的,0
抑,0
制,0
作,0
用,0
不,0
再,0
增,0
加,0
。,0
 ,0
而,0
糖,B-Anatomy
化,I-Anatomy
"
",I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
在,0
 ,0
2,0
.,0
 ,0
4,0
%,0
时,0
各,0
时,0
间,0
段,0
均,0
不,0
增,0
加,0
细,0
胞,0
的,0
增,0
殖,0
",",0
与,0
单,0
"
",0
纯,0
 ,0
L,B-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
比,0
较,0
无,0
统,0
计,0
学,0
差,0
异,0
(,0
图,0
 ,0
1,0
),0
。,0
"
",0
三,0
、,0
 ,0
L,B-Test
D,I-Test
L,I-Test
 ,0
对,0
小,0
鼠,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
培,0
养,0
液,0
中,0
骨,B-Test
钙,I-Test
素,I-Test
水,0
平,0
的,0
"
",0
影,0
响,0
"
",0
E,0
L,0
I,0
S,0
A,0
 ,0
实,0
验,0
结,0
果,0
显,0
示,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
在,0
 ,0
2,B-Duration
4,I-Duration
 ,I-Duration
h,I-Duration
 ,0
浓,0
度,0
为,0
"
",0
5,0
.,0
 ,0
3,0
%,0
时,0
",",0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
培,0
养,0
液,0
中,0
的,0
骨,B-Test
钙,I-Test
素,I-Test
水,0
平,0
明,B-Test_Value
显,I-Test_Value
下,I-Test_Value
降,I-Test_Value
",",0
"
",0
与,0
对,0
照,0
组,0
比,0
较,0
",",0
差,0
异,0
具,0
有,0
统,0
计,0
学,0
意,0
义,0
(,0
P,0
<,0
0,0
.,0
 ,0
0,0
1,0
),0
",",0
且,0
糖,0
"
",0
化,0
浓,0
度,0
越,0
高,0
",",0
下,0
降,0
越,0
明,0
显,0
。,0
 ,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
在,0
作,0
用,0
时,0
间,0
为,0
 ,0
4,B-Duration
8,I-Duration
"
",I-Duration
h,I-Duration
 ,0
浓,0
度,0
为,0
 ,0
5,0
.,0
 ,0
3,0
%,0
时,0
",",0
同,0
样,0
可,0
抑,0
制,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
增,0
殖,0
",",0
随,0
着,0
"
",0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
浓,0
度,0
的,0
增,0
加,0
骨,B-Test
钙,I-Test
素,I-Test
水,0
平,0
下,0
降,0
越,0
明,0
显,0
。,0
 ,0
糖,B-Anatomy
化,I-Anatomy
"
",I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
在,0
 ,0
7,B-Duration
2,I-Duration
 ,I-Duration
h,I-Duration
 ,0
浓,0
度,0
为,0
 ,0
5,0
.,0
 ,0
3,0
%,0
时,0
",",0
可,0
抑,0
制,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
骨,0
钙,0
"
",0
注,0
:,0
L,B-Test
D,I-Test
L,I-Test
:,0
低,B-Test
密,I-Test
度,I-Test
脂,I-Test
蛋,I-Test
白,I-Test
 ,0
L,0
o,0
w,0
 ,0
d,0
e,0
n,0
s,0
i,0
t,0
y,0
 ,0
l,0
i,0
p,0
o,0
p,0
r,0
o,0
t,0
e,0
i,0
n,0
;,0
G,0
l,0
y,0
-,0
:,0
糖,0
化,0
 ,0
G,0
l,0
y,0
c,0
a,0
t,0
e,0
d,0
;,0
v,0
s,0
 ,0
L,B-Test
D,I-Test
L,I-Test
",",0
a,0
P,0
<,0
0,0
.,0
 ,0
0,0
1,0
;,0
v,0
s,0
 ,0
2,0
.,0
 ,0
4,0
%,0
 ,0
G,B-Anatomy
l,I-Anatomy
y,I-Anatomy
-,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
",",0
b,0
P,0
<,0
0,0
.,0
 ,0
0,0
1,0
"
",0
图,0
 ,0
1,0
 ,0
 ,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
对,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
增,0
殖,0
的,0
影,0
响,0
"
",0
F,0
i,0
g,0
 ,0
1,0
 ,0
 ,0
T,0
h,0
e,0
 ,0
e,0
f,0
f,0
e,0
c,0
t,0
 ,0
o,0
f,0
 ,0
g,0
l,0
y,0
c,0
a,0
t,0
e,0
d,0
 ,0
L,B-Test
D,I-Test
L,I-Test
 ,0
o,0
n,0
 ,0
p,0
r,0
o,0
l,0
i,0
f,0
e,0
r,0
a,0
t,0
i,0
o,0
n,0
 ,0
o,0
f,0
 ,0
M,0
C,0
3,0
T,0
3,0
 ,0
o,0
s,0
t,0
e,0
o,0
b,0
l,0
a,0
s,0
t,0
s,0
"
",0
注,0
:,0
L,B-Test
D,I-Test
L,I-Test
:,0
低,B-Test
密,I-Test
度,I-Test
脂,I-Test
蛋,I-Test
白,I-Test
 ,0
L,0
o,0
w,0
 ,0
d,0
e,0
n,0
s,0
i,0
t,0
y,0
 ,0
l,0
i,0
p,0
o,0
p,0
r,0
o,0
t,0
e,0
i,0
n,0
;,0
G,0
l,0
y,0
-,0
:,0
糖,0
化,0
 ,0
G,0
l,0
y,0
c,0
a,0
t,0
e,0
d,0
;,0
v,0
s,0
 ,0
L,B-Test
D,I-Test
L,I-Test
",",0
a,0
P,0
<,0
0,0
.,0
 ,0
0,0
1,0
;,0
v,0
s,0
 ,0
2,0
.,0
 ,0
4,0
%,0
 ,0
G,B-Anatomy
l,I-Anatomy
y,I-Anatomy
-,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
",",0
b,0
P,0
<,0
0,0
.,0
 ,0
0,0
1,0
"
",0
图,0
 ,0
2,0
 ,0
 ,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
对,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
骨,B-Test
钙,I-Test
素,I-Test
的,0
影,0
响,0
"
",0
F,0
i,0
g,0
 ,0
2,0
 ,0
 ,0
T,0
h,0
e,0
 ,0
e,0
f,0
f,0
e,0
c,0
t,0
 ,0
o,0
f,0
 ,0
g,0
l,0
y,0
c,0
a,0
t,0
e,0
d,0
 ,0
L,B-Test
D,I-Test
L,I-Test
 ,0
o,0
n,0
 ,0
o,0
s,0
t,0
e,0
o,0
c,0
a,0
l,0
c,0
i,0
n,0
 ,0
l,0
e,0
v,0
e,0
l,0
s,0
 ,0
o,0
f,0
 ,0
M,0
C,0
3,0
T,0
3,0
 ,0
o,0
s,0
t,0
e,0
o,0
b,0
l,0
a,0
s,0
t,0
s,0
"
",0
注,0
:,0
L,B-Test
D,I-Test
L,I-Test
:,0
低,B-Test
密,I-Test
度,I-Test
脂,I-Test
蛋,I-Test
白,I-Test
 ,0
L,0
o,0
w,0
 ,0
d,0
e,0
n,0
s,0
i,0
t,0
y,0
 ,0
l,0
i,0
p,0
o,0
p,0
r,0
o,0
t,0
e,0
i,0
n,0
;,0
L,0
R,0
P,0
5,0
:,0
低,B-Test
密,I-Test
度,I-Test
脂,I-Test
蛋,I-Test
白,I-Test
相,0
关,0
蛋,0
白,0
 ,0
5,0
 ,0
L,0
o,0
w,0
 ,0
d,0
e,0
n,0
s,0
i,0
t,0
y,0
 ,0
l,0
i,0
p,0
o,0
p,0
r,0
o,0
t,0
e,0
i,0
n,0
 ,0
r,0
e,0
c,0
e,0
p,0
t,0
o,0
r,0
-,0
r,0
e,0
l,0
a,0
t,0
e,0
d,0
 ,0
p,0
r,0
o,0
t,0
e,0
i,0
n,0
 ,0
5,0
;,0
G,0
l,0
y,0
-,0
:,0
糖,0
化,0
 ,0
G,0
l,0
y,0
c,0
a,0
t,0
e,0
d,0
;,0
v,0
s,0
"
",0
L,B-Test
D,I-Test
L,I-Test
",",0
a,0
P,0
<,0
0,0
.,0
 ,0
0,0
1,0
;,0
v,0
s,0
 ,0
2,0
.,0
 ,0
4,0
%,0
 ,0
G,B-Anatomy
l,I-Anatomy
y,I-Anatomy
-,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
",",0
b,0
P,0
<,0
0,0
.,0
 ,0
0,0
1,0
"
",0
图,0
 ,0
3,0
 ,0
 ,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
对,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
 ,0
L,0
R,0
P,0
5,0
 ,0
m,0
R,0
N,0
A,0
 ,0
表,0
达,0
的,0
影,0
响,0
"
",0
F,0
i,0
g,0
 ,0
3,0
 ,0
 ,0
T,0
h,0
e,0
 ,0
e,0
f,0
f,0
e,0
c,0
t,0
 ,0
o,0
f,0
 ,0
g,0
l,0
y,0
c,0
a,0
t,0
e,0
d,0
 ,0
L,B-Test
D,I-Test
L,I-Test
 ,0
o,0
n,0
 ,0
p,0
r,0
o,0
l,0
i,0
f,0
e,0
r,0
a,0
t,0
i,0
o,0
n,0
 ,0
o,0
f,0
 ,0
L,0
R,0
P,0
5,0
 ,0
m,0
R,0
N,0
A,0
 ,0
i,0
n,0
 ,0
o,0
s,0
t,0
e,0
o,0
b,0
l,0
a,0
s,0
t,0
s,0
"
",0
注,0
:,0
L,B-Test
D,I-Test
L,I-Test
:,0
 ,0
低,B-Test
密,I-Test
度,I-Test
脂,I-Test
蛋,I-Test
白,I-Test
 ,0
L,0
o,0
w,0
 ,0
d,0
e,0
n,0
s,0
i,0
t,0
y,0
 ,0
l,0
i,0
p,0
o,0
p,0
r,0
o,0
t,0
e,0
i,0
n,0
;,0
C,0
O,0
N,0
:,0
对,0
照,0
 ,0
C,0
o,0
n,0
t,0
r,0
o,0
l,0
;,0
G,0
l,0
y,0
-,0
:,0
糖,0
化,0
 ,0
G,0
l,0
y,0
c,0
a,0
t,0
e,0
d,0
;,0
v,0
s,0
 ,0
L,B-Test
D,I-Test
L,I-Test
",",0
a,0
P,0
<,0
0,0
.,0
 ,0
0,0
1,0
;,0
v,0
s,0
 ,0
2,0
.,0
 ,0
4,0
%,0
 ,0
G,B-Anatomy
l,I-Anatomy
y,I-Anatomy
-,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
",",0
b,0
P,0
<,0
0,0
.,0
 ,0
0,0
1,0
"
",0
图,0
 ,0
4,0
 ,0
 ,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
对,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
 ,0
D,0
K,0
K,0
1,0
 ,0
m,0
R,0
N,0
A,0
 ,0
表,0
达,0
的,0
影,0
响,0
"
",0
F,0
i,0
g,0
 ,0
4,0
 ,0
 ,0
T,0
h,0
e,0
 ,0
e,0
f,0
f,0
e,0
c,0
t,0
 ,0
o,0
f,0
 ,0
g,0
l,0
y,0
c,0
a,0
t,0
e,0
d,0
 ,0
L,B-Test
D,I-Test
L,I-Test
 ,0
o,0
n,0
 ,0
e,0
x,0
p,0
r,0
e,0
s,0
s,0
i,0
o,0
n,0
 ,0
o,0
f,0
 ,0
D,0
K,0
K,0
1,0
 ,0
m,0
R,0
N,0
A,0
 ,0
i,0
n,0
 ,0
o,0
s,0
t,0
e,0
o,0
b,0
l,0
a,0
s,0
t,0
s,0
"
",0
素,0
水,0
平,0
",",0
但,0
随,0
着,0
浓,0
度,0
的,0
增,0
加,0
其,0
对,0
细,0
胞,0
骨,B-Test
钙,I-Test
素,I-Test
的,0
抑,0
制,0
作,0
"
",0
用,0
不,0
再,0
增,0
加,0
。,0
 ,0
而,0
糖,B-Test
化,I-Test
 ,I-Test
L,I-Test
D,I-Test
L,I-Test
 ,0
在,0
 ,0
2,0
.,0
 ,0
4,0
%,0
时,0
各,0
时,0
间,0
段,0
均,0
不,0
增,0
"
",0
加,0
细,0
胞,0
的,0
增,0
殖,0
",",0
与,0
单,B-Anatomy
纯,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
比,0
较,0
无,0
统,0
计,0
学,0
差,0
异,0
。,0
 ,0
糖,B-Anatomy
化,I-Anatomy
"
",I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
与,0
单,B-Anatomy
纯,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
比,0
较,0
",",0
在,0
浓,0
度,0
 ,0
5,0
.,0
 ,0
3,0
%,0
 ,0
",",0
时,0
间,0
为,0
 ,0
4,B-Duration
8,I-Duration
 ,I-Duration
h,I-Duration
 ,0
时,0
"
",0
骨,B-Test
钙,I-Test
素,I-Test
下,B-Test_Value
降,I-Test_Value
(,0
P,0
<,0
0,0
.,0
 ,0
0,0
1,0
),0
。,0
 ,0
提,0
示,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
对,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
骨,B-Test
"
",I-Test
钙,I-Test
素,I-Test
表,0
达,0
具,0
有,0
一,0
定,0
的,0
抑,0
制,0
作,0
用,0
(,0
图,0
 ,0
2,0
),0
。,0
"
",0
四,0
、,0
 ,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
对,0
小,0
鼠,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
 ,0
L,B-Anatomy
R,I-Anatomy
P,I-Anatomy
5,I-Anatomy
 ,0
m,0
R,0
N,0
A,0
 ,0
和,0
"
",0
D,B-Anatomy
K,I-Anatomy
K,I-Anatomy
1,I-Anatomy
 ,0
m,0
R,0
N,0
A,0
 ,0
表,0
达,0
的,0
影,0
响,0
"
",0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
在,0
 ,0
2,B-Duration
4,I-Duration
 ,I-Duration
h,I-Duration
 ,0
浓,0
度,0
为,0
 ,0
5,0
.,0
 ,0
3,0
%,0
 ,0
时,0
明,0
显,0
下,0
调,0
成,B-Anatomy
骨,I-Anatomy
"
",I-Anatomy
细,I-Anatomy
胞,I-Anatomy
中,0
的,0
 ,0
L,B-Anatomy
R,I-Anatomy
P,I-Anatomy
5,I-Anatomy
 ,0
m,0
R,0
N,0
A,0
 ,0
表,0
达,0
水,0
平,0
",",0
显,0
著,0
上,0
调,0
 ,0
D,B-Anatomy
K,I-Anatomy
K,I-Anatomy
1,I-Anatomy
"
",0
m,0
R,0
N,0
A,0
 ,0
表,0
达,0
水,0
平,0
",",0
与,0
对,0
照,0
组,0
比,0
较,0
",",0
差,0
异,0
具,0
有,0
统,0
计,0
学,0
意,0
义,0
"
",0
(,0
P,0
<,0
0,0
.,0
 ,0
0,0
1,0
),0
",",0
糖,0
化,0
浓,0
度,0
越,0
高,0
则,0
幅,0
度,0
越,0
明,0
显,0
。,0
 ,0
单,0
因,0
素,0
方,0
差,0
"
",0
分,0
析,0
显,0
示,0
当,0
作,0
用,0
时,0
间,0
为,0
 ,0
4,B-Duration
8,I-Duration
 ,I-Duration
h,I-Duration
 ,0
和,0
 ,0
7,B-Duration
2,I-Duration
 ,I-Duration
h,I-Duration
",",0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
各,0
组,0
"
",0
L,B-Anatomy
R,I-Anatomy
P,I-Anatomy
5,I-Anatomy
 ,0
m,0
R,0
N,0
A,0
 ,0
相,0
对,0
表,0
达,0
量,0
虽,0
然,0
下,B-Test_Value
降,I-Test_Value
但,0
已,0
较,0
 ,0
2,B-Duration
4,I-Duration
 ,I-Duration
h,I-Duration
 ,0
有,0
所,0
减,0
"
",0
弱,0
",",0
而,0
 ,0
D,B-Anatomy
K,I-Anatomy
K,I-Anatomy
1,I-Anatomy
 ,0
m,0
R,0
N,0
A,0
 ,0
相,0
对,0
表,0
达,0
量,0
上,0
调,0
幅,0
度,0
也,0
明,0
显,0
减,0
少,0
。,0
"
",0
单,B-Anatomy
纯,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
和,0
 ,0
2,B-Amount
.,I-Amount
 ,I-Amount
4,I-Amount
%,I-Amount
 ,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
组,0
与,0
对,0
照,0
组,0
比,0
较,0
无,0
论,0
是,0
"
",0
L,B-Anatomy
R,I-Anatomy
P,I-Anatomy
5,I-Anatomy
 ,0
m,0
R,0
N,0
A,0
 ,0
的,0
表,0
达,0
还,0
是,0
 ,0
D,B-Anatomy
K,I-Anatomy
K,I-Anatomy
1,I-Anatomy
 ,0
m,0
R,0
N,0
A,0
 ,0
表,0
达,0
均,0
无,0
统,0
计,0
"
",0
学,0
差,0
异,0
(,0
图,0
 ,0
3,0
、,0
图,0
 ,0
4,0
),0
。,0
"
",0
讨,0
 ,0
 ,0
 ,0
 ,0
论,0
"
",0
骨,0
重,0
建,0
由,0
骨,0
生,0
成,0
和,0
骨,0
吸,0
收,0
两,0
部,0
分,0
构,0
成,0
",",0
是,0
一,0
个,0
动,0
"
",0
态,0
的,0
过,0
程,0
。,0
 ,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
是,0
骨,0
形,0
成,0
、,0
生,0
长,0
、,0
发,0
育,0
的,0
重,0
要,0
细,0
"
",0
胞,0
",",0
其,0
来,0
源,0
于,0
骨,B-Anatomy
髓,I-Anatomy
基,0
质,0
的,0
间,B-Anatomy
质,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
",",0
在,0
骨,0
形,0
成,0
过,0
程,0
中,0
经,0
"
",0
历,0
增,0
殖,0
、,0
分,0
化,0
成,0
熟,0
和,0
基,0
质,0
钙,0
化,0
三,0
个,0
阶,0
段,0
",",0
任,0
何,0
一,0
个,0
阶,0
段,0
"
",0
出,0
现,0
异,0
常,0
都,0
会,0
对,0
骨,0
组,0
成,0
和,0
骨,0
量,0
产,0
生,0
重,0
要,0
的,0
影,0
响,0
。,0
 ,0
目,0
前,0
"
",0
有,0
关,0
 ,0
L,B-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
与,0
骨,0
代,0
谢,0
关,0
系,0
的,0
研,0
究,0
结,0
果,0
存,0
在,0
有,0
分,0
歧,0
",",0
一,0
些,0
"
",0
研,0
究,0
表,0
明,0
 ,0
L,B-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
水,0
平,0
与,0
骨,B-Test
密,I-Test
度,I-Test
呈,0
负,0
相,0
关,0
[,0
6,0
],0
;,0
也,0
有,0
研,0
究,0
未,0
"
",0
显,0
示,0
两,0
者,0
的,0
相,0
关,0
性,0
[,0
7,0
],0
。,0
 ,0
这,0
可,0
能,0
涉,0
及,0
 ,0
L,B-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
的,0
成,0
分,0
不,0
一,0
"
",0
和,0
 ,0
L,B-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
不,0
同,0
修,0
饰,0
",",0
尤,0
其,0
是,0
糖,B-Disease
尿,I-Disease
病,I-Disease
高,0
糖,0
下,0
极,0
易,0
发,0
生,0
 ,0
L,B-Anatomy
D,I-Anatomy
L,I-Anatomy
"
",0
的,0
糖,0
化,0
",",0
但,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
是,0
否,0
对,0
骨,0
代,0
谢,0
有,0
影,0
响,0
",",0
尤,0
其,0
是,0
对,0
"
",0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
是,0
否,0
有,0
直,0
接,0
影,0
响,0
以,0
及,0
如,0
何,0
影,0
响,0
未,0
见,0
报,0
道,0
。,0
 ,0
本,0
"
",0
研,0
究,0
发,0
现,0
当,0
糖,B-Test
化,I-Test
 ,I-Test
L,I-Test
D,I-Test
L,I-Test
 ,0
达,0
到,0
 ,0
5,0
.,0
 ,0
3,0
%,0
 ,0
时,0
",",0
明,0
显,0
抑,0
制,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
"
",I-Anatomy
胞,I-Anatomy
的,0
增,0
殖,0
",",0
且,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
对,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
增,0
殖,0
的,0
抑,0
制,0
作,0
用,0
在,0
"
",0
一,0
定,0
程,0
度,0
上,0
呈,0
剂,0
量,0
及,0
作,0
用,0
时,0
间,0
依,0
赖,0
性,0
",",0
但,0
随,0
着,0
时,0
间,0
延,0
"
",0
长,0
",",0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
增,0
高,0
到,0
一,0
定,0
程,0
度,0
则,0
不,0
再,0
抑,0
制,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
"
",0
增,0
殖,0
。,0
 ,0
这,0
与,0
氧,0
化,0
 ,0
L,B-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
对,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
作,0
用,0
相,0
似,0
",",0
B,0
r,0
o,0
d,0
e,0
u,0
r,0
"
",0
等,0
[,0
8,0
],0
观,0
察,0
到,0
 ,0
1,B-Amount
0,I-Amount
 ,I-Amount
~,I-Amount
 ,I-Amount
5,I-Amount
0,I-Amount
 ,I-Amount
μ,I-Amount
g,I-Amount
 ,I-Amount
/,I-Amount
 ,I-Amount
m,I-Amount
