通,B-SideEff
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
具,0
"
",0
有,0
降,0
糖,0
作,0
用,0
强,0
、,0
不,0
良,0
反,0
应,0
少,0
等,0
优,0
势,0
",",0
包,0
括,0
格,B-Drug
列,I-Drug
美,I-Drug
"
",I-Drug
脲,I-Drug
、,0
格,B-Drug
列,I-Drug
齐,I-Drug
特,I-Drug
、,0
格,B-Drug
列,I-Drug
吡,I-Drug
嗪,I-Drug
、,0
格,B-Drug
列,I-Drug
喹,I-Drug
酮,I-Drug
、,0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
"
",0
(,0
易,0
导,0
致,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
临,0
床,0
较,0
少,0
使,0
用,0
),0
等,0
。,0
"
",0
格,B-Drug
列,I-Drug
喹,I-Drug
酮,I-Drug
、,0
格,B-Drug
列,I-Drug
吡,I-Drug
嗪,I-Drug
普,I-Drug
通,I-Drug
剂,I-Drug
型,I-Drug
属,0
于,0
短,0
效,0
制,0
剂,0
",",0
"
",0
作,0
用,0
时,0
间,0
较,0
短,0
;,0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
、,0
格,B-Drug
列,I-Drug
吡,I-Drug
嗪,I-Drug
控,I-Drug
释,I-Drug
剂,I-Drug
、,0
格,B-Drug
列,I-Drug
"
",I-Drug
齐,I-Drug
特,I-Drug
、,0
格,B-Drug
列,I-Drug
齐,I-Drug
特,I-Drug
缓,I-Drug
释,I-Drug
片,I-Drug
、,0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
为,0
中,0
、,0
长,0
效,0
制,0
"
",0
剂,0
",",0
作,0
用,0
时,0
间,0
较,0
长,0
。,0
短,0
效,0
药,0
物,0
需,0
要,0
每,B-Frequency
日,I-Frequency
3,I-Frequency
次,I-Frequency
给,0
药,0
",",0
"
",0
中,0
、,0
长,0
效,0
药,0
物,0
每,B-Frequency
日,I-Frequency
给,I-Frequency
药,I-Frequency
1,I-Frequency
~,I-Frequency
2,I-Frequency
次,I-Frequency
即,0
可,0
。,0
以,0
餐,B-Symptom
后,I-Symptom
血,I-Symptom
糖,I-Symptom
升,I-Symptom
"
",I-Symptom
高,I-Symptom
为,0
主,0
的,0
患,0
者,0
",",0
宜,0
选,0
择,0
短,B-Drug
效,I-Drug
制,I-Drug
剂,I-Drug
;,0
以,0
空,B-Symptom
腹,I-Symptom
血,I-Symptom
糖,I-Symptom
升,I-Symptom
高,I-Symptom
"
",0
为,0
主,0
的,0
患,0
者,0
或,0
空,B-Symptom
腹,I-Symptom
、,I-Symptom
餐,I-Symptom
后,I-Symptom
血,I-Symptom
糖,I-Symptom
均,I-Symptom
高,I-Symptom
者,0
",",0
宜,0
选,0
择,0
中,B-Drug
、,I-Drug
"
",I-Drug
长,I-Drug
效,I-Drug
制,I-Drug
剂,I-Drug
。,0
"
",0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
是,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
治,0
疗,0
最,0
常,0
见,0
的,0
不,0
良,0
反,0
"
",0
应,0
。,0
为,0
减,0
少,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
风,0
险,0
",",0
服,0
用,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
时,0
宜,0
从,0
"
",0
小,0
剂,0
量,0
开,0
始,0
",",0
根,0
据,0
血,B-Test
糖,I-Test
监,0
测,0
结,0
果,0
逐,0
渐,0
调,0
整,0
用,0
量,0
",",0
"
",0
一,0
般,0
每,B-Frequency
1,I-Frequency
~,I-Frequency
2,I-Frequency
周,I-Frequency
调,I-Frequency
整,I-Frequency
一,I-Frequency
次,I-Frequency
。,0
任,0
何,0
一,0
种,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
的,0
"
",0
每,0
日,0
用,0
量,0
不,0
应,0
超,0
过,0
其,0
最,0
大,0
剂,0
量,0
。,0
常,0
用,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
"
",0
的,0
用,0
法,0
、,0
用,0
量,0
见,0
表,0
2,0
。,0
"
",0
3,0
.,0
2,0
 ,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
单,0
药,0
治,0
疗,0
疗,0
效,0
如,0
何,0
?,0
"
",0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
单,0
药,0
治,0
疗,0
一,0
般,0
可,0
降,0
低,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
1,B-Test_Value
%,I-Test_Value
~,I-Test_Value
2,I-Test_Value
%,I-Test_Value
",",I-Test_Value
"
",I-Test_Value
平,I-Test_Value
均,I-Test_Value
降,I-Test_Value
低,I-Test_Value
1,I-Test_Value
.,I-Test_Value
5,I-Test_Value
%,I-Test_Value
[,0
1,0
6,0
],0
。,0
对,0
于,0
新,0
诊,0
断,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,0
者,0
",",0
格,B-Drug
列,I-Drug
齐,I-Drug
"
",I-Drug
特,I-Drug
缓,I-Drug
释,I-Drug
片,I-Drug
单,0
药,0
治,0
疗,0
5,B-Duration
2,I-Duration
周,I-Duration
可,0
使,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
降,0
低,0
1,B-Test_Value
.,I-Test_Value
2,I-Test_Value
8,I-Test_Value
%,I-Test_Value
",",0
安,0
全,0
"
",0
性,0
良,0
好,0
",",0
治,0
疗,0
期,0
间,0
无,0
严,0
重,0
低,B-Disease
血,I-Disease
糖,I-Disease
事,I-Disease
件,I-Disease
发,0
生,0
[,0
1,0
7,0
],0
;,0
格,B-Drug
列,I-Drug
"
",I-Drug
吡,I-Drug
嗪,I-Drug
控,I-Drug
释,I-Drug
片,I-Drug
单,0
药,0
治,0
疗,0
8,B-Duration
周,I-Duration
可,0
使,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
降,0
低,0
1,B-Test_Value
.,I-Test_Value
1,I-Test_Value
2,I-Test_Value
%,I-Test_Value
"
",0
[,0
1,0
8,0
],0
;,0
"
",0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
单,0
药,0
治,0
疗,0
1,B-Duration
2,I-Duration
个,I-Duration
月,I-Duration
可,0
使,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
降,0
低,0
1,B-Test_Value
.,I-Test_Value
2,I-Test_Value
6,I-Test_Value
%,I-Test_Value
"
",0
[,0
1,0
9,0
],0
;,0
"
",0
2,0
0,0
1,0
7,0
-,0
1,0
[,0
4,0
],0
.,0
i,0
n,0
d,0
d,0
 ,0
 ,0
 ,0
7,0
 ,0
2,0
0,0
1,0
7,0
/,0
3,0
/,0
2,0
 ,0
 ,0
 ,0
1,0
9,0
:,0
1,0
0,0
:,0
2,0
5,0
"
",0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
单,0
药,0
治,0
疗,0
1,B-Duration
6,I-Duration
周,I-Duration
可,0
使,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
降,0
低,0
2,B-Test_Value
.,I-Test_Value
5,I-Test_Value
%,I-Test_Value
",",0
稳,0
态,B-Test
"
",I-Test
模,I-Test
型,I-Test
评,I-Test
估,I-Test
的,I-Test
β,I-Test
细,I-Test
胞,I-Test
功,I-Test
能,I-Test
指,I-Test
数,I-Test
(,I-Test
H,I-Test
O,I-Test
M,I-Test
A,I-Test
-,I-Test
β,I-Test
),I-Test
显,B-Test_Value
著,I-Test_Value
升,I-Test_Value
高,I-Test_Value
",",0
"
",0
稳,B-Test
态,I-Test
模,I-Test
型,I-Test
评,I-Test
估,I-Test
的,I-Test
胰,I-Test
岛,I-Test
素,I-Test
抵,I-Test
抗,I-Test
指,I-Test
数,I-Test
(,I-Test
H,I-Test
O,I-Test
M,I-Test
A,I-Test
-,I-Test
I,I-Test
R,I-Test
),I-Test
显,B-Test_Value
著,I-Test_Value
降,I-Test_Value
"
",I-Test_Value
低,I-Test_Value
",",0
经,0
血,B-Test
糖,I-Test
检,0
测,0
≤,0
3,B-Test_Value
.,I-Test_Value
9,I-Test_Value
m,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
证,0
实,0
的,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
发,0
生,0
率,0
为,0
"
",0
3,B-Test_Value
.,I-Test_Value
8,I-Test_Value
%,I-Test_Value
",",0
总,0
体,0
安,0
全,0
性,0
良,0
好,0
[,0
2,0
0,0
],0
。,0
"
",0
3,0
.,0
3,0
 ,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,0
合,0
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
疗,0
效,0
如,0
何,0
?,0
"
",0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
与,0
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
联,0
合,0
治,0
疗,0
可,0
同,0
时,0
改,0
善,0
胰,B-Disease
"
",I-Disease
岛,I-Disease
素,I-Disease
分,I-Disease
泌,I-Disease
不,I-Disease
足,I-Disease
和,0
胰,B-Disease
岛,I-Disease
素,I-Disease
抵,I-Disease
抗,I-Disease
",",0
其,0
疗,0
效,0
和,0
安,0
全,0
性,0
已,0
得,0
"
",0
到,0
长,0
期,0
临,0
床,0
验,0
证,0
",",0
是,0
推,0
荐,0
的,0
联,0
合,0
治,0
疗,0
方,0
案,0
之,0
一,0
[,0
2,0
1,0
],0
。,0
"
",0
一,0
项,0
系,0
统,0
性,0
评,0
价,0
[,0
1,0
6,0
],0
结,0
果,0
显,0
示,0
",",0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,0
合,0
二,B-Drug
甲,I-Drug
"
",I-Drug
双,I-Drug
胍,I-Drug
可,0
使,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
降,0
低,0
0,B-Test_Value
.,I-Test_Value
4,I-Test_Value
7,I-Test_Value
%,I-Test_Value
~,I-Test_Value
1,I-Test_Value
.,I-Test_Value
3,I-Test_Value
0,I-Test_Value
%,I-Test_Value
。,0
与,0
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
单,0
"
",0
药,0
治,0
疗,0
相,0
比,0
",",0
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
联,0
合,0
格,B-Drug
列,I-Drug
齐,I-Drug
特,I-Drug
或,0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
治,0
"
",0
疗,0
3,B-Duration
个,I-Duration
月,I-Duration
均,0
可,0
使,0
患,0
者,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
降,0
低,0
1,B-Test_Value
.,I-Test_Value
9,I-Test_Value
%,I-Test_Value
"
",0
[,0
2,0
2,0
],0
。,0
为,0
期,0
2,B-Duration
年,I-Duration
的,0
"
",0
随,0
机,0
对,0
照,0
研,0
究,0
结,0
果,0
显,0
示,0
",",0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,0
者,0
起,0
始,0
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
"
",0
联,0
合,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
治,0
疗,0
可,0
降,0
低,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
1,B-Test_Value
.,I-Test_Value
5,I-Test_Value
%,I-Test_Value
"
",0
[,0
2,0
3,0
],0
;,0
二,B-Drug
甲,I-Drug
双,I-Drug
"
",I-Drug
胍,I-Drug
单,0
药,0
治,0
疗,0
血,B-Test
糖,I-Test
控,0
制,0
不,0
佳,0
的,0
患,0
者,0
加,0
用,0
格,B-Drug
列,I-Drug
吡,I-Drug
嗪,I-Drug
治,0
疗,0
"
",0
可,0
使,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
进,0
一,0
步,0
降,0
低,0
0,B-Test_Value
.,I-Test_Value
5,I-Test_Value
9,I-Test_Value
%,I-Test_Value
"
",0
[,0
2,0
4,0
],0
。,0
"
",0
3,0
.,0
4,0
 ,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,0
合,0
α,B-Drug
-,I-Drug
糖,I-Drug
苷,I-Drug
酶,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
的,0
疗,0
效,0
如,0
何,0
?,0
"
",0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
促,B-Reason
进,I-Reason
胰,I-Reason
岛,I-Reason
素,I-Reason
分,I-Reason
泌,I-Reason
",",0
α,B-Drug
-,I-Drug
糖,I-Drug
苷,I-Drug
酶,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
"
",0
抑,B-Reason
制,I-Reason
肠,I-Reason
道,I-Reason
碳,I-Reason
水,I-Reason
化,I-Reason
合,I-Reason
物,I-Reason
吸,I-Reason
收,I-Reason
",",0
二,0
者,0
联,0
合,0
",",0
机,0
制,0
互,0
补,0
",",0
"
",0
可,0
更,0
好,0
地,0
控,0
制,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,0
者,0
的,0
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
和,0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
。,0
"
",0
一,0
项,0
交,0
叉,0
设,0
计,0
临,0
床,0
对,0
照,0
研,0
究,0
",",0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,0
合,0
阿,B-Drug
"
",I-Drug
卡,I-Drug
波,I-Drug
糖,I-Drug
可,0
使,0
患,0
者,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
下,0
降,0
2,B-Test_Value
.,I-Test_Value
2,I-Test_Value
%,I-Test_Value
",",0
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
(,0
f,0
a,0
s,0
t,0
i,0
n,0
g,0
"
",0
p,0
l,0
a,0
s,0
m,0
a,0
 ,0
g,0
l,0
u,0
c,0
o,0
s,0
e,0
",",0
F,0
P,0
G,0
),0
下,0
降,0
2,B-Test_Value
.,I-Test_Value
8,I-Test_Value
m,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
",",0
餐,B-Test_Value
后,I-Test_Value
血,I-Test_Value
糖,I-Test_Value
"
",0
(,0
p,0
o,0
s,0
t,0
p,0
r,0
a,0
n,0
d,0
i,0
a,0
l,0
 ,0
p,0
l,0
a,0
s,0
m,0
a,0
 ,0
g,0
l,0
u,0
c,0
o,0
s,0
e,0
",",0
P,0
P,0
G,0
),0
下,0
降,0
5,B-Test_Value
.,I-Test_Value
3,I-Test_Value
m,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
",",0
"
",0
甘,B-Test
油,I-Test
三,I-Test
酯,I-Test
下,0
降,0
3,B-Test_Value
5,I-Test_Value
.,I-Test_Value
7,I-Test_Value
m,I-Test_Value
g,I-Test_Value
/,I-Test_Value
d,I-Test_Value
l,I-Test_Value
[,0
2,0
5,0
],0
。,0
随,0
机,0
、,0
双,0
盲,0
、,0
安,0
慰,0
剂,0
对,0
"
",0
照,0
研,0
究,0
[,0
2,0
6,0
],0
显,0
示,0
",",0
与,0
阿,B-Drug
卡,I-Drug
波,I-Drug
糖,I-Drug
、,0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
单,0
药,0
治,0
疗,0
相,0
"
",0
比,0
",",0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
联,0
合,0
阿,B-Drug
卡,I-Drug
波,I-Drug
糖,I-Drug
可,0
显,B-Test_Value
著,I-Test_Value
降,I-Test_Value
低,I-Test_Value
患,0
者,0
的,0
餐,B-Test
后,I-Test
"
",I-Test
血,I-Test
糖,I-Test
",",0
且,0
较,0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
单,0
药,0
治,0
疗,0
显,0
著,0
降,0
低,0
患,0
者,0
血,B-Test
清,I-Test
胰,I-Test
"
",I-Test
岛,I-Test
素,I-Test
水,0
平,0
。,0
对,0
于,0
新,0
诊,0
断,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,0
者,0
",",0
格,B-Drug
列,I-Drug
吡,I-Drug
嗪,I-Drug
控,I-Drug
释,I-Drug
"
",I-Drug
片,I-Drug
联,0
合,0
阿,B-Drug
卡,I-Drug
波,I-Drug
糖,I-Drug
治,0
疗,0
8,B-Duration
周,I-Duration
较,0
格,B-Drug
列,I-Drug
吡,I-Drug
嗪,I-Drug
控,I-Drug
释,I-Drug
片,I-Drug
单,0
药,0
治,0
"
",0
疗,0
",",0
患,0
者,0
的,0
体,B-Test
质,I-Test
指,I-Test
数,I-Test
(,0
b,0
o,0
d,0
y,0
 ,0
m,0
a,0
s,0
s,0
 ,0
i,0
n,0
d,0
e,0
x,0
",",0
B,0
M,0
I,0
),0
、,0
腰,B-Test
围,I-Test
"
",0
及,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
变,0
化,0
无,0
统,0
计,0
学,0
差,0
异,0
",",0
但,0
前,0
者,0
可,0
显,0
著,0
改,0
善,0
患,0
"
",0
者,0
H,B-Test
O,I-Test
M,I-Test
A,I-Test
-,I-Test
I,I-Test
R,I-Test
",",0
降,0
低,0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
增,I-Test
量,I-Test
",",0
且,0
有,0
效,0
减,0
少,0
血,B-Test
"
",I-Test
糖,I-Test
波,0
动,0
(,0
日,B-Test
间,I-Test
血,I-Test
糖,I-Test
变,I-Test
异,I-Test
度,I-Test
与,0
日,B-Test
内,I-Test
血,I-Test
糖,I-Test
变,I-Test
异,I-Test
度,I-Test
),0
[,0
1,0
8,0
],0
。,0
"
",0
3,0
.,0
5,0
 ,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,0
合,0
噻,B-Drug
唑,I-Drug
烷,I-Drug
二,I-Drug
酮,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
的,0
疗,0
效,0
如,0
何,0
?,0
"
",0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
单,0
药,0
治,0
疗,0
血,B-Test
糖,I-Test
控,0
制,0
不,0
佳,0
时,0
",",0
联,0
合,0
"
",0
噻,B-Drug
唑,I-Drug
烷,I-Drug
二,I-Drug
酮,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
治,0
疗,0
可,0
以,0
进,0
一,0
步,0
改,0
善,0
血,B-Test
糖,I-Test
",",0
减,0
"
",0
轻,0
胰,B-Disease
岛,I-Disease
素,I-Disease
抵,I-Disease
抗,I-Disease
。,0
随,0
机,0
、,0
双,0
盲,0
、,0
安,0
慰,0
剂,0
对,0
照,0
研,0
究,0
[,0
2,0
7,0
],0
"
",0
结,0
果,0
显,0
示,0
",",0
患,0
者,0
使,0
用,0
罗,B-Drug
格,I-Drug
列,I-Drug
酮,I-Drug
4,B-Amount
m,I-Amount
 ,I-Amount
g,I-Amount
联,0
合,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
"
",I-Drug
物,I-Drug
和,0
罗,B-Drug
格,I-Drug
列,I-Drug
酮,I-Drug
8,B-Amount
m,I-Amount
g,I-Amount
联,0
合,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
治,0
疗,0
2,B-Duration
4,I-Duration
周,I-Duration
",",0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
"
",0
分,0
别,0
下,0
降,0
1,B-Test_Value
.,I-Test_Value
0,I-Test_Value
4,I-Test_Value
%,I-Test_Value
和,0
1,B-Test_Value
.,I-Test_Value
4,I-Test_Value
4,I-Test_Value
%,I-Test_Value
",",0
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
分,0
别,0
下,0
降,0
1,B-Test_Value
.,I-Test_Value
2,I-Test_Value
m,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
"
",0
和,0
2,B-Test_Value
.,I-Test_Value
0,I-Test_Value
m,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
 ,I-Test_Value
o,I-Test_Value
 ,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
",",0
血,B-Test
中,I-Test
胰,I-Test
岛,I-Test
素,I-Test
水,I-Test
平,I-Test
较,0
基,0
线,0
分,0
别,0
下,0
降,0
"
",0
2,B-Test_Value
3,I-Test_Value
.,I-Test_Value
3,I-Test_Value
p,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
和,0
3,B-Test_Value
0,I-Test_Value
.,I-Test_Value
4,I-Test_Value
p,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
",",0
但,0
患,0
者,0
体,B-Symptom
重,I-Symptom
增,I-Symptom
加,I-Symptom
更,0
明,0
显,0
。,0
"
",0
3,0
.,0
6,0
 ,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,0
合,0
二,B-Drug
肽,I-Drug
基,I-Drug
肽,I-Drug
酶,I-Drug
-,I-Drug
4,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
的,0
疗,0
效,0
如,0
何,0
?,0
"
",0
二,B-Drug
肽,I-Drug
基,I-Drug
肽,I-Drug
酶,I-Drug
-,I-Drug
4,I-Drug
(,I-Drug
d,I-Drug
i,I-Drug
p,I-Drug
e,I-Drug
p,I-Drug
t,I-Drug
i,I-Drug
d,I-Drug
y,I-Drug
l,I-Drug
 ,I-Drug
p,I-Drug
e,I-Drug
p,I-Drug
t,I-Drug
i,I-Drug
d,I-Drug
a,I-Drug
s,I-Drug
e,I-Drug
-,I-Drug
4,I-Drug
",",I-Drug
D,I-Drug
P,I-Drug
P,I-Drug
-,I-Drug
4,I-Drug
),I-Drug
抑,I-Drug
"
",I-Drug
制,I-Drug
剂,I-Drug
通,0
过,0
降,B-Reason
低,I-Reason
D,I-Reason
P,I-Reason
P,I-Reason
-,I-Reason
4,I-Reason
酶,I-Reason
的,I-Reason
催,I-Reason
化,I-Reason
活,I-Reason
性,I-Reason
",",0
抑,0
制,0
胰,B-Anatomy
高,I-Anatomy
血,I-Anatomy
糖,I-Anatomy
"
",I-Anatomy
素,I-Anatomy
样,I-Anatomy
肽,I-Anatomy
-,I-Anatomy
1,I-Anatomy
(,0
g,0
l,0
u,0
c,0
a,0
g,0
o,0
n,0
-,0
l,0
i,0
k,0
e,0
 ,0
p,0
e,0
p,0
t,0
i,0
d,0
e,0
-,0
1,0
",",0
G,0
L,0
P,0
-,0
1,0
),0
降,0
解,0
",",0
提,0
"
",0
升,0
G,B-Test
L,I-Test
P,I-Test
-,I-Test
1,I-Test
在,0
血,0
液,0
中,0
的,0
浓,0
度,0
",",0
刺,B-Reason
激,I-Reason
胰,I-Reason
岛,I-Reason
素,I-Reason
和,I-Reason
抑,I-Reason
制,I-Reason
胰,I-Reason
高,I-Reason
"
",I-Reason
血,I-Reason
糖,I-Reason
素,I-Reason
分,I-Reason
泌,I-Reason
",",0
从,0
而,0
达,0
到,0
控,0
制,0
血,B-Test
糖,I-Test
的,0
目,0
的,0
。,0
磺,B-Drug
脲,I-Drug
类,I-Drug
"
",I-Drug
药,I-Drug
物,I-Drug
单,0
药,0
治,0
疗,0
血,B-Test
糖,I-Test
控,0
制,0
不,0
佳,0
时,0
",",0
联,0
合,0
D,B-Drug
P,I-Drug
P,I-Drug
-,I-Drug
4,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
"
",0
可,0
更,0
好,0
地,0
控,0
制,0
血,B-Test
糖,I-Test
。,0
一,0
项,0
为,0
期,0
2,B-Duration
4,I-Duration
周,I-Duration
的,0
多,0
中,0
心,0
、,0
随,0
"
",0
机,0
、,0
双,0
盲,0
、,0
安,0
慰,0
剂,0
对,0
照,0
研,0
究,0
[,0
2,0
8,0
],0
结,0
果,0
显,0
示,0
",",0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
"
",0
联,0
合,0
维,B-Drug
格,I-Drug
列,I-Drug
汀,I-Drug
5,B-Amount
0,I-Amount
m,I-Amount
g,I-Amount
/,I-Amount
d,I-Amount
或,0
1,B-Amount
0,I-Amount
0,I-Amount
m,I-Amount
g,I-Amount
/,I-Amount
d,I-Amount
不,0
但,0
有,0
效,0
降,0
低,0
患,0
者,0
"
",0
表,0
 ,0
2,0
 ,0
常,0
用,0
的,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
的,0
用,0
法,0
"
",0
T,0
a,0
b,0
 ,0
2,0
 ,0
U,0
s,0
a,0
g,0
e,0
 ,0
o,0
f,0
 ,0
c,0
o,0
m,0
m,0
o,0
n,0
l,0
y,0
 ,0
u,0
s,0
e,0
d,0
 ,0
S,0
u,0
l,0
f,0
o,0
n,0
y,0
l,0
u,0
r,0
e,0
a,0
s,0
"
",0
药,0
品,0
名,0
称,0
 ,0
达,0
峰,0
时,0
间,0
(,0
h,0
),0
 ,0
半,0
衰,0
期,0
(,0
h,0
),0
"
",0
剂,0
量,0
范,0
围,0
"
",0
(,0
m,0
g,0
/,0
d,0
),0
"
",0
常,0
用,0
剂,0
量,0
"
",0
(,0
m,0
g,0
/,0
d,0
),0
 ,0
使,0
用,0
方,0
法,0
"
",0
格,B-Drug
列,I-Drug
喹,I-Drug
酮,I-Drug
 ,0
2,0
~,0
3,0
 ,0
1,0
.,0
5,0
 ,0
1,0
5,0
~,0
1,0
2,0
0,0
 ,0
9,0
0,0
 ,0
日,0
剂,0
量,0
3,0
0,0
m,0
g,0
以,0
内,0
者,0
可,0
于,0
早,0
餐,0
前,0
一,0
次,0
服,0
用,0
。,0
大,0
于,0
此,0
剂,0
"
",0
量,0
者,0
可,0
γ,0
情,0
分,0
为,0
早,0
、,0
晚,0
或,0
早,0
、,0
中,0
、,0
晚,0
分,0
次,0
服,0
用,0
"
",0
格,B-Drug
列,I-Drug
吡,I-Drug
嗪,I-Drug
 ,0
1,0
~,0
3,0
 ,0
2,0
~,0
4,0
 ,0
2,0
.,0
5,0
~,0
2,0
5,0
 ,0
1,0
5,0
 ,0
三,0
餐,0
前,0
3,0
0,0
m,0
i,0
n,0
服,0
用,0
"
",0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
 ,0
2,0
~,0
3,0
 ,0
5,0
~,0
8,0
 ,0
1,0
~,0
8,0
 ,0
2,0
~,0
4,0
 ,0
每,0
日,0
1,0
次,0
",",0
顿,0
服,0
",",0
建,0
议,0
早,0
餐,0
前,0
服,0
用,0
"
",0
格,B-Drug
列,I-Drug
吡,I-Drug
嗪,I-Drug
控,0
释,0
片,0
 ,0
给,0
药,0
数,0
天,0
后,0
稳,0
定,0
 ,0
-,0
 ,0
2,0
.,0
5,0
~,0
2,0
0,0
 ,0
1,0
0,0
 ,0
早,0
餐,0
前,0
3,0
0,0
m,0
i,0
n,0
服,0
用,0
"
",0
格,B-Drug
列,I-Drug
齐,I-Drug
特,I-Drug
 ,0
1,0
1,0
~,0
1,0
4,0
 ,0
2,0
0,0
 ,0
8,0
0,0
~,0
3,0
2,0
0,0
 ,0
1,0
6,0
0,0
 ,0
每,0
日,0
1,0
~,0
